"","obsid","species","duration","attempts","Rinter","Rintra","Iinter","Iintra","Successes","rsa","roa","isa","ioa"
"267","010129Izu","D. mer",05:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"268","010129Izu","D. mer",05:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"269","010129Izu","Rheg",01:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"270","010129Izu","G. sal",01:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"271","010129Izu","D. mer",04:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"272","010129Izu","M. fort",04:45:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"273","010129Izu","D. mer",02:00:00,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"274","010129Izu","Rheg",04:20:00,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"275","010129Izu","D. mer",02:20:00,0,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"276","010129Izu","M. fort",01:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"277","010129Izu","D. mer",01:30:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"278","010129Izu","D. mer",03:10:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"279","010129Izu","D. mer",04:00:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"280","010130Let","G. sal",02:40:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"281","010130Let","G. sal",03:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"282","010130Stu","D. mer",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"283","010130Stu","D. mer",02:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"284","010131Let","Phleg",01:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"285","010131Let","Phleg",03:30:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"286","010131Let","Phleg",04:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"287","010131Let","Phleg",04:00:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"288","010131Let","G. sal",04:00:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"289","010131Stu","D. mer",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"290","010131Stu","D. mer",01:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"291","010131Stu","Phleg",02:40:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"292","010131Stu","D. mer",02:45:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"293","010131Stu","Phleg",05:00:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"294","010131Stu","D. mer",04:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"295","010131Stu","Phleg",04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"296","010131Stu","D. mer",03:51:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"297","010131Stu","D. mer",03:40:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"298","010201Izu","Rheg",03:30:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"299","010201Stua","M. fort",02:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"300","010201Stua","D. mer",03:40:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"301","010201Stua","Phleg",04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"302","010201Stua","D. mer",01:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"303","010201Stua","M. fort",02:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"304","010201Stua","Phleg",01:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"305","010201Stub","D. mer",04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"306","010202Izua","Rheg",03:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"307","010202Izub","Rheg",04:00:00,0,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE
"308","010202Izub","Rheg",NA,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"309","010202Izub","D. mer",04:00:00,4,2,0,0,0,3,TRUE,FALSE,FALSE,FALSE
"310","010202Izub","Rheg",04:00:00,4,0,0,0,1,4,FALSE,FALSE,FALSE,TRUE
"311","010202Lab","Phleg",02:30:00,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE
"312","010202Lab","Phleg",04:00:00,2,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"313","010202Lab","M. fort",04:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"314","010202Lab","Phleg",03:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"315","010202Lab","Phleg",04:00:00,3,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"316","010202Lab","Phleg",04:00:00,10,0,1,0,0,6,FALSE,TRUE,FALSE,FALSE
"317","010202Stua","G. sal",02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"318","010203Izua","D. mer",04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"319","010203Izua","Rheg",04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"320","010203Izua","M. fort",04:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"321","010203Izua","Rheg",04:00:00,5,0,0,0,1,4,FALSE,FALSE,FALSE,TRUE
"322","010203Izua","Rheg",02:20:00,8,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE
"323","010203Izub","Rheg",01:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"324","010203Izub","Rheg",02:20:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"325","010203Izub","D. mer",04:00:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"326","010203Izub","Rheg",02:40:00,3,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE
"327","010203Stu","D. mer",01:15:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"328","010205Izu","G. sal",03:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"329","010205Izu","Rheg",04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"330","010205Izu","Rheg",04:00:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"331","010205Let","Phleg",03:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"332","010205Stu","D. mer",01:40:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"333","010205Stu","D. mer",03:20:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"334","010205Stu","G. sal",04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"335","010205Stu","G. sal",01:20:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"336","010205Stu","G. sal",04:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"337","010206Izu","D. mer",01:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"338","010206Izu","Rheg",01:15:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"339","010206Izu","G. sal",01:10:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"340","010206Izu","Rheg",01:30:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"341","010206Izu","Rheg",03:00:00,3,1,0,1,0,1,TRUE,FALSE,TRUE,FALSE
"342","010206Izu","D. mer",05:00:00,6,1,0,0,1,1,TRUE,FALSE,FALSE,TRUE
"343","010206Izu","Rheg",03:30:00,5,0,0,1,0,3,FALSE,FALSE,TRUE,FALSE
"344","010207Izu","Rheg",00:51:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"345","010207Izu","Rheg",03:39:00,3,0,2,0,0,2,FALSE,TRUE,FALSE,FALSE
"346","010207Lab","M. fort",02:30:00,0,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE
"347","010207Lab","M. fort",03:00:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"348","010209Lab","D. mer",04:00:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"349","010210Lab","G. sal",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"350","010210Lab","G. sal",01:30:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
"351","070525LabbieAM","M. fort",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"352","070525LabbieAM","M. fort",03:18:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"353","070525LabbieAM","M. fort",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"354","070225LabbieAM","M. fort",01:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"355","070225LabbieAM","M. fort",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"356","070529NellyAM","M. fort",02:12:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"357","070529NellyAM","M. fort",03:30:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"358","070529NellyAM","M. fort",01:38:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"359","070526KathyAM","M. fort",00:40:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"360","070526KathyAM","M. fort",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"361","070526KathyAM","M. fort",01:00:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"362","070529NellyAM","M. fort",01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"363","070531LabbieAM","M. fort",00:20:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"364","070531LabbieAM","M. fort",01:34:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"365","070531LabbieAM","M. fort",01:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"366","070531LabbieAM","M. fort",01:36:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"367","070531LabbieAM","M. fort",01:02:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"368","070531LabbieAM","M. fort",02:02:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"369","070531LabbieAM","M. fort",01:59:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"370","070531LabbieAM","M. fort",02:13:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"371","070521JudyAM","D. mer",01:56:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"372","070522JudyAM","D. mer",01:49:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"373","070522NellyAM","D. mer",01:09:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"374","070522NellyAM","D. mer",01:45:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"375","070522NellyAM","D. mer",02:38:00,0,0,0,6,0,0,FALSE,FALSE,TRUE,FALSE
"376","070522NellyAM","D. mer",02:16:00,2,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE
"377","070522NellyAM","D. mer",01:14:00,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE
"378","070524ChrisAM","D. mer",03:18:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"379","070524ChrisAM","D. mer",01:09:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"380","070522JudyAM","D. mer",02:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"381","070524ChrisAM","D. mer",01:20:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"382","070524ChrisAM","D. mer",02:30:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"383","070524ChrisAM","D. mer",02:41:00,5,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"384","070524ChrisAM","D. mer",02:14:00,6,0,0,1,0,3,FALSE,FALSE,TRUE,FALSE
"385","070524ChrisAM","D. mer",01:03:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"386","070524ChrisAM","D. mer",02:54:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"387","070524ChrisAM","D. mer",05:30:00,6,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"388","070524ChrisPM","D. mer",02:34:00,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"389","070524ChrisPM","D. mer",02:28:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"390","070524ChrisPM","D. mer",02:22:00,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"391","070524ChrisPM","D. mer",03:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"392","070528JudyAM","D. mer",03:23:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"393","070528JudyAM","D. mer",03:27:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"394","070528JudyAM","D. mer",02:53:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"395","070528JudyAM","D. mer",02:15:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"396","070528JudyAM","D. mer",02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"397","070528JudyAM","D. mer",03:00:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"398","070528JudyAM","D. mer",01:20:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"399","070528JudyAM","D. mer",02:08:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"400","070528JudyAM","D. mer",01:43:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"401","070528JudyAM","D. mer",04:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"402","070528JudyPM","D. mer",01:28:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"403","070528JudyPM","D. mer",01:41:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"404","070528JudyPM","D. mer",01:57:00,1,1,0,1,0,1,TRUE,FALSE,TRUE,FALSE
"405","070529NellyAM","D. mer",04:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"406","070529NellyAM","D. mer",01:39:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"407","070525KathyAM","D. mer",04:47:00,5,0,1,0,2,4,FALSE,TRUE,FALSE,TRUE
"408","070525KathyAM","D. mer",03:59:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"409","070529NellyAM","D. mer",01:15:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"410","070531NellyAM","D. mer",02:02:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"411","070531NellyAM","D. mer",03:43:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"412","070531NellyAM","D. mer",01:23:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"413","070531NellyAM","D. mer",03:02:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"414","070531NellyAM","D. mer",01:54:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"415","070531NellyAM","D. mer",02:14:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"416","070531NellyAM","D. mer",03:58:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"417","070531NellyAM","D. mer",02:40:00,2,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"418","070531NellyAM","D. mer",04:41:00,15,0,0,0,0,13,FALSE,FALSE,FALSE,FALSE
"419","070531NellyAM","D. mer",02:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"420","070531NellyAM","D. mer",01:48:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"421","070531NellyAM","D. mer",01:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"422","070531NellyAM","D. mer",01:02:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"423","070601KathyAM","D. mer",02:36:00,3,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"424","070601KathyPM","D. mer",01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"425","070602JudyAM","D. mer",01:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"426","070602JudyAM","D. mer",01:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"427","070604KathyAM","D. mer",03:10:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"428","070604KathyAM","D. mer",02:24:00,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"429","070604KathyAM","D. mer",02:46:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"430","070604KathyAM","D. mer",01:12:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"431","070604KathyAM","D. mer",01:54:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"432","070604KathyAM","D. mer",01:46:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"433","070602JudyAM","D. mer",01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"434","070602JudyAM","D. mer",01:23:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"435","070602JudyAM","D. mer",00:43:00,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE
"436","070604KathyAM","D. mer",01:12:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"437","070604KathyAM","D. mer",02:22:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"438","070517JudyAM","Rheg",00:55:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"439","070521JudyAM","Rheg",02:55:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"440","070521JudyAM","Rheg",05:35:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"441","070522JudyAM","Rheg",01:22:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"442","070522JudyAM","Rheg",03:07:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"443","070522JudyAM","Rheg",02:00:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"444","070522JudyAM","Rheg",01:15:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"445","070522JudyAM","Rheg",03:31:00,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"446","070606ChrisPM","M. fort",02:23:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"447","070606ChrisPM","M. fort",01:03:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE
"448","070605JudyPM","D. mer",02:10:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"449","070606NellyAM","D. mer",01:05:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"450","070606NellyAM","D. mer",01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"451","070606NellyAM","D. mer",01:31:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"452","070606NellyAM","D. mer",01:43:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"453","070606NellyAM","D. mer",01:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"454","070606NellyAM","D. mer",01:13:00,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"455","070606ChrisAM","D. mer",01:18:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"456","070606JudyPM","D. mer",02:58:00,3,1,0,0,1,2,TRUE,FALSE,FALSE,TRUE
"457","070606JudyPM","D. mer",02:07:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"458","070606JudyPM","D. mer",01:46:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"459","070607Eliana AM","D. mer",03:09:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"460","070607ElianaAM","D. mer",01:03:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"461","070607ElianaAM","D. mer",01:15:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE
"462","070606ChrisAM","D. mer",01:24:00,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"463","070606ChrisAM","D. mer",02:26:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"464","070606ChrisAM","D. mer",02:04:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"465","070523Judy","Rheg",01:27:00,4,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"466","070523Judy","Rheg",02:54:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"467","070523Judy","Rheg",01:21:00,5,0,0,1,1,3,FALSE,FALSE,TRUE,TRUE
"468","070523Judy","Rheg",01:00:00,2,0,2,0,0,1,FALSE,TRUE,FALSE,FALSE
"469","070523Judy","Rheg",01:50:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"470","070522Judy","Rheg",02:00:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"471","070525Gayatri","Rheg",02:29:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"472","070525Gayatri","Rheg",02:52:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE
"473","070523Gayatri","Rheg",04:11:00,19,0,0,0,0,8,FALSE,FALSE,FALSE,FALSE
"474","070523Gayatri","Rheg",01:57:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE
"475","070523Gayatri","Rheg",02:06:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"476","070523Gayatri","Rheg",01:25:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"477","070528JudyAM","Rheg",01:45:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"478","070528JudyAM","Rheg",03:30:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"479","070528JudyAM","Rheg",02:13:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"480","070523JudyAM","Rheg",06:15:00,9,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE
"481","070528JudyAM","Rheg",08:59:00,14,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE
"482","070528JudyAM","Rheg",06:15:00,7,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE
"483","070528JudyPM","Rheg",02:41:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"484","070528JudyPM","Rheg",02:35:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"485","070525KathyAM","Rheg",01:07:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"486","070525KathyAM","Rheg",02:14:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"487","070525KathyAM","Rheg",01:18:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"488","070531LabbieAM","Rheg",01:20:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE
"489","070531LabbieAM","Rheg",01:36:00,1,0,10,0,0,0,FALSE,TRUE,FALSE,FALSE
"490","070531LabbieAM","Rheg",03:17:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"491","070531LabbieAM","Rheg",02:51:00,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"492","070531LabbieAM","Rheg",01:28:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE
"493","070531LabbieAM","Rheg",02:08:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"494","070531LabbieAM","Rheg",01:25:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"495","070531LabbieAM","Rheg",01:36:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"496","070531LabbieAM","Rheg",01:15:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"497","070531LabbieAM","Rheg",01:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"498","070531LabbieAM","Rheg",01:22:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
"499","070531LabbieAM","Rheg",02:20:00,4,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"500","070531LabbieAM","Rheg",01:58:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"501","070531LabbieAM","Rheg",01:40:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"502","070531LabbieAM","Rheg",02:06:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"503","070531LabbieAM","Rheg",03:52:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"504","070531LabbieAM","Rheg",02:48:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"505","070531LabbieAM","Rheg",01:36:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"506","070531LabbieAM","Rheg",03:30:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"507","070531LabbieAM","Rheg",02:35:00,5,0,1,0,0,4,FALSE,TRUE,FALSE,FALSE
"508","070531LabbieAM","Rheg",02:14:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"509","070531LabbieAM","Rheg",01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"510","070601KathyAM","Rheg",03:32:00,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE
"511","070601KathyAM","Rheg",01:05:00,3,0,1,0,1,2,FALSE,TRUE,FALSE,TRUE
"512","070601KathyAM","Rheg",02:23:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"513","070601KathyAM","Rheg",05:02:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"514","070601KathyAM","Rheg",01:12:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"515","070601KathyAM","Rheg",01:08:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"516","070601KathyAM","Rheg",01:44:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"517","070601KathyAM","Rheg",03:38:00,6,2,0,0,0,4,TRUE,FALSE,FALSE,FALSE
"518","070601KathyAM","Rheg",04:12:00,3,4,0,0,0,0,TRUE,FALSE,FALSE,FALSE
"519","070601KathyAM","Rheg",02:23:00,1,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE
"520","070601KathyPM","Rheg",02:11:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"521","070601KathyPM","Rheg",01:53:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE
"522","070601KathyPM","Rheg",01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"523","070601KathyPM","Rheg",01:43:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"524","070601KathyPM","Rheg",02:01:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE
"525","070602JudyAM","Rheg",01:33:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
"526","070602JudyAM","Rheg",03:57:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE
