obsid,species,duration,attempts,Rinter,Rintra,Iinter,Iintra,Successes
080702Celina,D. mer,4:17:00,2,0,0,1,0,2
080702Celina,D. mer,2:34:00,2,0,0,0,0,1
080702Celina,D. mer,1:21:00,1,0,0,0,0,1
080702Celina,D. mer,1:54:00,2,1,0,0,0,2
080702Aero,D. mer,2:59:00,2,0,0,1,0,2
080702Aero,D. mer,2:33:00,2,0,0,0,0,2
080702Aero,D. mer,1:47:00,1,0,1,0,0,0
080702Aero,D. mer,4:07:00,0,0,0,0,2,0
080702Aero,D. mer,1:47:00,1,0,0,0,1,0
080702Aero,D. mer,1:01:00,0,0,1,0,0,0
080702Aero,D. mer,1:52:00,0,0,0,0,1,0
080702Aero,D. mer,1:55:00,0,0,1,0,0,0
080702Aero,D. mer,2:42:00,3,0,0,0,0,0
080702Aero,D. mer,3:17:00,2,0,1,0,0,2
080702Aero,D. mer,1:52:00,2,0,0,0,0,0
080701Celina,D. mer,1:29:00,1,1,0,0,0,1
080701Celina,D. mer,1:29:00,1,0,0,0,0,1
080701Celina,D. mer,2:21:00,1,0,0,0,0,0
080702Aero,D. mer,1:40:00,2,0,0,0,0,1
080702Aero,D. mer,2:21:00,1,0,0,0,0,1
080702Aero,D. mer,3:32:00,3,0,0,0,0,2
080702Aero,D. mer,3:14:00,1,0,1,0,1,1
080702Aero,D. mer,4:03:00,3,0,1,0,0,1
080702Aero,D. mer,2:30:00,1,0,0,0,0,1
080702Aero,D. mer,2:17:00,4,0,0,0,0,2
080702Aero,D. mer,2:16:00,2,0,0,0,0,2
080704Sophie,D. mer,4:40:00,3,0,0,0,0,2
080704Sophie,D. mer,1:25:00,3,0,0,0,0,2
080705Celina,D. mer,2:00:00,1,0,0,0,0,1
080705Celina,D. mer,2:24:00,0,1,0,0,0,0
080705Celina,D. mer,2:23:00,2,0,0,0,1,2
080705Celina,D. mer,1:35:00,0,2,0,0,0,0
080705Celina,D. mer,1:16:00,1,0,0,0,0,1
080705Celina,D. mer,1:08:00,1,0,0,0,0,1
080705Celina,D. mer,1:33:00,1,0,0,0,0,0
080705Aero,D. mer,2:40:00,0,0,1,0,0,0
080709Celina,Phleg,1:28:00,1,0,0,1,0,1
080709Celina,Phleg,1:23:00,1,0,0,0,0,0
080709Celina,Phleg,1:23:00,1,0,0,0,0,1
080628Sophie,Rheg,0:22:00,1,0,0,0,0,1
080628Sophie,Rheg,0:44:00,1,0,0,0,0,1
080628Sophie,Rheg,1:08:00,2,0,0,0,0,1
080626Aero,Rheg,4:10:00,3,0,0,0,0,2
080628Sophie,Rheg,2:00:00,1,0,0,0,0,0
080628Sophie,Rheg,1:30:00,3,0,0,0,0,1
080628Sophie,Rheg,5:00:00,3,0,0,0,0,3
080628Sophie,Rheg,1:00:00,0,0,1,0,1,0
080628Sophie,Rheg,1:30:00,1,0,0,0,0,1
080628Sophie,Rheg,3:30:00,4,0,0,0,0,4
080630Sophie,Rheg,3:17:00,1,0,0,0,0,0
080701Sophie,Rheg,1:45:00,1,0,0,0,0,1
080701Sophie,Rheg,1:26:00,2,0,1,0,0,2
080701Sophie,Rheg,2:30:00,0,0,0,0,0,0
080703Aero,Rheg,0:58:00,2,0,0,0,0,2
080703Aero,Rheg,2:15:00,3,0,0,0,0,1
080703Aero,Rheg,1:11:00,1,0,0,0,0,1
080703Aero,Rheg,1:57:00,0,0,0,0,0,0
080703Aero,Rheg,1:32:00,1,0,0,0,1,1
080703Aero,Rheg,1:39:00,0,0,1,0,0,0
080703Aero,Rheg,1:01:00,3,0,0,0,0,1
080703Aero,Rheg,1:40:00,1,0,0,0,0,1
080703Aero,Rheg,4:17:00,2,0,0,0,0,2
080705Aero,Rheg,3:04:00,4,0,0,0,0,2
080705Aero,Rheg,1:55:00,3,0,0,0,0,2
080625Labbie,Rheg,3:08:00,6,0,0,0,0,5
080625Labbie,Rheg,2:24:00,3,0,1,0,0,2
080625Labbie,Rheg,3:45:00,6,0,0,0,0,4
080626Aero,Rheg,1:12:00,2,0,0,0,0,2
080626Aero,Rheg,2:49:00,4,0,0,0,0,3
080626Aero,Rheg,7:33:00,2,0,0,0,0,1
080626Aero,Rheg,1:14:00,2,0,0,0,0,2
080626Aero,Rheg,1:17:00,1,0,0,0,0,1
080626Aero,Rheg,1:54:00,4,0,0,0,0,2
080702Aero,Rheg,1:58:00,3,0,0,0,0,2
080702Aero,Rheg,1:52:00,3,0,0,0,0,2
080705Aero,Rheg,4:15:00,4,0,0,0,0,1
080705Aero,Rheg,3:30:00,4,1,0,0,0,2
080705Aero,Rheg,2:00:00,4,0,0,0,0,1
080705Aero,Rheg,1:45:00,5,0,0,0,0,0
080705Aero,Rheg,5:00:00,2,0,0,0,0,1
080705Aero,Rheg,2:10:00,5,0,0,0,0,3
080705Aero,Rheg,3:11:00,2,0,0,0,0,1
080709Celina,Rheg,1:03:00,1,1,0,0,0,0
080709Celina,Rheg,1:20:00,1,0,0,0,0,1
080709Celina,Rheg,1:14:00,0,0,0,0,0,0
080709Celina,Rheg,1:41:00,1,1,0,0,0,1
080702Celina,G. sal,1:30:00,2,0,0,0,0,2
080702Celina,G. sal,1:44:00,5,1,0,0,0,3
080703Aero,G. sal,3:34:00,5,0,0,0,0,3
080703Aero,G. sal,0:56:00,2,0,0,0,0,1
080703Aero,G. sal,2:27:00,2,0,0,0,0,2
080703Aero,G. sal,1:13:00,1,0,0,0,0,1
080703Aero,G. sal,1:21:00,1,0,0,0,0,1
080703Aero,G. sal,2:20:00,4,0,0,0,0,3
080703Aero,G. sal,1:33:00,1,1,0,0,0,0
080703Aero,G. sal,1:03:00,1,0,0,0,0,1
080703Aero,G. sal,0:57:00,1,1,0,0,0,1
080710Celina,Phleg,2:02:00,1,0,0,0,0,1
080710Celina,Phleg,1:38:00,3,0,0,0,0,1
080710Celina,Phleg,1:05:00,2,1,0,0,0,0
080710Celina,Phleg,1:29:00,7,0,0,0,0,1
080710Celina,Phleg,1:42:00,6,0,0,0,0,4
080710Celina,Phleg,1:12:00,3,0,0,0,0,2
080710Celina,Phleg,1:02:00,2,0,0,0,0,0
080710Celina,Phleg,1:32:00,7,0,1,0,0,1
080710Celina,Phleg,1:00:00,5,0,0,0,0,0
080710Celina,Phleg,1:37:00,4,0,0,0,0,0
080710Celina,Phleg,1:35:00,3,0,0,0,0,2
080710Celina,Phleg,1:07:00,3,0,1,0,0,2
080710Celina,Phleg,1:01:00,2,0,0,0,0,1
080710Celina,Phleg,1:33:00,2,0,1,0,0,0
080710Celina,Phleg,1:12:00,1,0,0,0,1,1
080710Celina,Phleg,1:04:00,2,1,0,0,0,1
080710Celina,Phleg,1:00:00,4,1,0,0,0,0
080710Celina,Phleg,1:22:00,2,0,0,0,0,0
080710Celina,Phleg,1:18:00,2,0,0,0,0,2
080710Celina,Phleg,2:02:00,3,0,0,0,0,2
080710Celina,Phleg,2:04:00,3,0,0,0,0,2
080710Celina,Phleg,1:01:00,1,0,0,0,0,1
080710Celina,Phleg,1:08:00,1,0,0,0,0,1
080710Celina,Phleg,2:16:00,4,0,0,0,0,3
080710Celina,Phleg,1:02:00,3,0,1,0,0,1
080710Celina,Phleg,1:28:00,2,0,0,0,0,2
080710Celina,Phleg,1:50:00,1,0,0,0,0,0
080710Celina,Phleg,1:35:00,0,0,0,0,0,0
080710Celina,Phleg,1:20:00,5,0,0,0,1,2
080710Celina,Phleg,1:35:00,5,0,0,0,0,3
080710Celina,Phleg,1:57:00,8,0,0,0,0,3
080710Celina,Phleg,1:02:00,0,0,0,0,0,0
080710Celina,Phleg,2:04:00,3,0,0,0,0,2
080710Celina,Phleg,1:07:00,1,0,1,0,0,1
080711Celina,Phleg,2:27:00,4,0,0,0,0,2
080712Celina,Phleg,1:32:00,1,0,1,0,0,0
080712Celina,Phleg,1:36:00,2,0,0,0,0,1
080712Celina,Phleg,3:46:00,3,0,0,0,0,2
080712Celina,Phleg,2:46:00,0,0,0,0,0,0
080712Celina,Phleg,2:45:00,1,0,0,0,0,1
080712Celina,Phleg,1:52:00,3,0,0,0,0,2
080712Celina,Phleg,1:56:00,2,0,0,0,0,1
080712Celina,Phleg,1:50:00,4,0,0,0,0,2
080712Celina,Phleg,2:21:00,5,0,1,0,0,2
080712Celina,Phleg,5:11:00,2,0,0,0,3,2
080712Celina,Phleg,3:07:00,1,0,0,0,0,1
080712Celina,Phleg,1:39:00,5,0,0,0,0,4
080712Celina,Phleg,2:56:00,3,0,0,0,0,2
080712Celina,Phleg,2:39:00,1,0,0,0,1,1
080710Celina,D. mer,2:18:00,1,0,0,0,0,0
080710Celina,D. mer,2:17:00,0,0,0,0,0,0
080710Celina,D. mer,1:12:00,0,0,0,0,0,0
080710Celina,D. mer,1:36:00,1,0,0,0,0,1
080712Celina,D. mer,2:05:00,2,0,0,0,0,0
080712Celina,D. mer,2:41:00,1,0,0,0,0,1
080712Celina,Rheg,1:02:00,1,0,0,0,0,1
080710Celina,Rheg,1:24:00,4,1,0,0,0,2
080710Celina,Rheg,1:10:00,3,0,0,0,0,3
080710Celina,Rheg,1:15:00,1,0,0,0,0,1
080704Celina,G. sal,1:04:00,2,0,0,0,0,1
080705Aero,G. sal,1:59:00,0,0,0,0,0,0
080703Aero,G. sal,2:38:00,2,1,0,0,0,1
080705Celina,G. sal,2:13:00,0,1,0,0,0,0
080702Celina,G. sal,3:05:00,0,1,0,0,0,0
080705Aero,G. sal,1:30:00,3,0,0,0,0,3
080705Aero,G. sal,4:30:00,7,0,0,0,0,4
080705Aero,G. sal,3:45:00,1,0,0,0,0,0
080705Aero,G. sal,1:00:00,1,0,0,0,1,1
080705Celina,G. sal,2:15:00,1,1,0,0,0,1
080705Celina,G. sal,1:07:00,2,0,0,0,0,0
080710Celina,G. sal,1:15:00,2,0,0,0,0,1
080712Celina,M. fort,5:14:00,1,0,0,0,0,1
080709Celina,D. mer,3:00:00,1,0,0,0,0,1
080716Celina,Phleg,3:41:00,3,0,0,0,0,1
080716Celina,Phleg,1:32:00,1,0,0,0,0,0
080716Celina,Phleg,1:37:00,2,0,0,0,0,2
080716Celina,Phleg,2:32:00,0,0,0,0,0,0
080716Celina,Phleg,1:02:00,1,0,0,0,0,0
080716Celina,Phleg,1:30:00,4,0,0,0,0,0
080716Celina,Phleg,1:00:00,0,0,0,0,1,0
080716Celina,Phleg,1:25:00,2,0,0,0,0,0
080716Celina,Phleg,1:12:00,2,0,0,0,0,1
080716Celina,Phleg,1:37:00,4,0,0,0,0,2
080716Celina,Phleg,1:46:00,3,0,0,0,0,0
080716Celina,Phleg,1:09:00,2,1,0,0,0,0
080716Celina,Phleg,2:58:00,7,0,0,0,0,0
080716Celina,Phleg,1:13:00,1,0,0,0,0,0
080716Celina,Phleg,1:12:00,1,0,0,0,0,0
080716Celina,Phleg,1:02:00,4,0,0,0,0,1
080716Celina,Phleg,1:33:00,4,0,1,0,1,2
080716Celina,Phleg,1:36:00,2,0,0,0,0,0
080716Celina,Phleg,1:13:00,1,0,0,0,0,1
080716Celina,Phleg,2:29:00,0,0,0,0,0,0
080709Celina,Phleg,2:00:00,1,0,0,0,0,1
080709Celina,Phleg,1:00:00,1,0,0,0,0,1
080711Celina,Phleg,3:40:00,1,0,1,0,0,1
080711Celina,Phleg,1:00:00,1,0,0,0,0,1
080711Celina,Phleg,3:00:00,3,0,0,2,0,3
080711Celina,Phleg,2:40:00,4,0,0,0,0,2
080711Celina,Phleg,1:00:00,1,0,0,0,0,1
080711Celina,Phleg,1:00:00,3,0,0,0,0,3
080709Celina,Rheg,2:20:00,1,0,0,0,0,1
080709Celina,Rheg,4:00:00,1,0,0,0,0,1
080711Celina,Rheg,1:30:00,3,1,0,0,0,2
080711Celina,Rheg,2:50:00,0,0,0,0,0,0
080711Celina,Rheg,1:00:00,2,0,0,0,0,2
080711Celina,Rheg,5:20:00,2,0,0,0,0,2
080716Celina,M. fort,1:46:00,4,0,0,0,0,0
080716Celina,M. fort,1:21:00,1,0,0,0,0,0
080716Celina,M. fort,1:10:00,2,0,0,0,0,0
080709Celina,M. fort,1:00:00,0,1,0,0,0,0
080711Celina,M. fort,1:00:00,1,0,0,0,0,1
080711Celina,M. fort,1:15:00,1,0,0,0,0,1
080711Celina,M. fort,3:50:00,0,0,0,0,0,0
080711Celina,M. fort,1:30:00,1,0,0,0,0,1
080711Celina,M. fort,1:00:00,1,0,0,0,0,1
080711Celina,M. fort,2:18:00,1,0,0,0,0,1
080715Celina,M. fort,1:03:00,2,0,0,0,0,1
080715Celina,M. fort,1:29:00,1,0,0,0,0,1
080704Celina,M. fort,1:26:00,1,0,0,0,0,0
080704Celina,M. fort,1:05:00,0,0,0,0,0,0
080704Celina,M. fort,1:03:00,2,0,0,0,0,2
080704Celina,M. fort,1:04:00,2,0,0,0,0,1
080704Celina,M. fort,2:12:00,1,0,0,0,0,1
080702Celina,M. fort,2:38:00,2,0,0,1,0,1
080702Celina,M. fort,1:43:00,2,0,0,0,0,1
080702Celina,M. fort,4:50:00,4,0,0,0,0,1
080705Celina,M. fort,1:26:00,4,1,0,0,0,3
080704Celina,M. fort,2:15:00,1,0,0,0,0,0
080708Celina,M. fort,2:41:00,2,0,0,0,0,0
080709Celina,M. fort,1:02:00,0,0,0,0,0,0
080709Celina,M. fort,1:00:00,1,0,0,0,0,1
080709Celina,M. fort,1:50:00,2,0,0,0,0,2
080709Celina,M. fort,1:24:00,2,0,0,0,0,1
080709Celina,M. fort,1:18:00,1,0,0,0,0,1
080709Celina,M. fort,2:59:00,3,1,0,0,0,2
080710Celina,M. fort,1:03:00,1,1,0,0,0,0
080710Celina,M. fort,2:44:00,2,1,0,0,0,0
080710Celina,M. fort,1:37:00,2,2,0,0,0,2
080710Celina,M. fort,1:22:00,2,0,0,0,0,1
080710Celina,M. fort,1:37:00,1,0,0,0,0,0
080710Celina,M. fort,1:58:00,4,0,0,0,0,1
080710Celina,M. fort,1:01:00,2,0,0,0,0,1
080710Celina,M. fort,1:00:00,1,0,0,0,0,1
080710Celina,M. fort,1:40:00,8,1,0,0,0,7
080710Celina,M. fort,1:56:00,2,0,1,0,0,1
080710Celina,M. fort,1:24:00,2,0,0,0,0,2
080711Celina,Phleg,2:30:00,2,0,0,0,0,2
080711Celina,Phleg,2:30:00,0,0,0,0,0,0
080711Celina,Phleg,1:30:00,2,0,0,0,0,2
080711Celina,Phleg,2:00:00,4,0,0,0,0,2
080711Celina,Phleg,2:30:00,2,0,0,0,0,2
080711Celina,Phleg,2:45:00,1,0,0,0,0,1
080715Celina,Phleg,1:59:00,1,0,0,0,0,1
080715Celina,Phleg,3:38:00,5,0,0,0,0,3
080715Celina,Phleg,1:22:00,8,0,0,0,0,7
080716Celina,Phleg,6:09:00,10,0,0,0,0,8
080716Celina,Phleg,1:03:00,2,0,0,0,0,2
